B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,B11,B12,B13,B14,B15,B16,B17,B18,B19,B20,B21,B22,B23,B24,B25,B26,B27,B28,B29,B30,B31,B32,B33,B34,B35,B36,B37,B38,B39,B40,B41,B42,B43,B44,B45,B46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q9NY26,F,F,F,T,"Multi-pass membrane protein transporter,for zinc",SLC39A1,Zinc transporter ZIP1,"hZIP1; IRT1; S39A1; SLC39A1; solute carrier family 39 (zinc transporter),member 1; solute carrier family 39 (zinc transporter),member 3; Solute carrier family 39 member 1; Zinc transporter ZIP1; zinc-iron regulated transporter-like; Zinc-iron-regulated transporter-like; zinc/iron regulated transporter-like; ZIP-1; ZIP1; ZIRTL; Zrt- and Irt-like protein 1",,"34,250",Mediates zinc uptake. May function as a major endogenous zinc uptake transporter in many cells of the body. Responsible for the rapid uptake and accumulation of physiologically effective zinc in prostate cells. Belongs to the ZIP transporter (TC 2.A.5) family.,http://www.phosphonet.ca/default.aspx?search=Q9NY26,,,,https://www.uniprot.org/uniprotkb/Q9NY26/entry,9819277,https://www.phosphosite.org/proteinAction.action?id=9819277&showAllSites=true,http://www.transcriptonet.ca/mRNASpec.aspx,https://string-db.org/cgi/input?,T,F,F,F,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q15043,F,F,F,T,"Multi-pass membrane protein transporter,for zinc and other metals",SLC39A14,Metal cation symporter ZIP14,"cig19; HCIN; HMNDYT2; KIAA0062; LIV-1 subfamily of ZIP zinc transporter 4; LZT-Hs4; Metal cation symporter ZIP14; NET34; S39AE; SLC39A14; solute carrier family 39 (metal ion transporter),member 14; solute carrier family 39 (zinc transporter),member 14; Solute carrier family 39 member 14; Zinc transporter ZIP14; ZIP-14; ZIP14; Zrt- and Irt-like protein 14; Zrt-,Irt-like protein 14",,"54,212","Broad-scope metal ion transporter with a preference for zinc uptake. Also mediates cellular uptake of nontransferrin-bound iron. Belongs to the ZIP transporter (TC 2.A.5) family. Expressed in liver and in brain by large neurons in the globus pallidus,the insular cortex and the dentate nucleus and to a lower extent in the putamen and the caudate nucleus (at protein level) (PubMed:27231142). Belong to the Transporter,SLC family.",http://www.phosphonet.ca/default.aspx?search=Q15043,,,,https://www.uniprot.org/uniprotkb/Q15043/entry,7220018,https://www.phosphosite.org/proteinAction.action?id=7220018&showAllSites=true,http://www.transcriptonet.ca/mRNASpec.aspx,https://string-db.org/cgi/input?,T,F,F,F,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q13224,F,F,T,F,"Multi-pass membrane protein,channel for calcium",NR2B (GRIN2B),"Glutamate receptor ionotropic,NMDA 2B","EIEE27; GluN2B; Glutamate [NMDA] receptor subunit epsilon-2; glutamate ionotropic receptor NMDA type subunit 2B; Glutamate receptor ionotropic,NMDA 2B; glutamate receptor subunit epsilon-2; glutamate receptor,ionotropic,N-methyl D-aspartate 2B; GRIN2B; hNR3; MGC142178; MGC142180; MRD6; N-methyl D-aspartate receptor subtype 2B; N-methyl-D-aspartate receptor subunit 3; NMDAR2B; NMDE2; NR2B; NR3",,"166,367","Component of NMDA receptor complexes that function as heterotetrameric,ligand-gated ion channels with high calcium permeability and voltage-dependent sensitivity to magnesium. Channel activation requires binding of the neurotransmitter glutamate to the epsilon subunit,glycine binding to the zeta subunit,plus membrane depolarization to eliminate channel inhibition by Mg(2+). Sensitivity to glutamate and channel kinetics depend on the subunit composition. In concert with DAPK1 at extrasynaptic sites,acts as a central mediator for stroke damage. Its phosphorylation at Ser-1303 by DAPK1 enhances synaptic NMDA receptor channel activity inducing injurious Ca2+ influx through them,resulting in an irreversible neuronal death. Contributes to neural pattern formation in the developing brain. Plays a role in long-term depression (LTD) of hippocampus membrane currents and in synaptic plasticity. Belongs to the glutamate-gated ion channel (TC 1.A.10.1) family. NR2B/GRIN2B subfamily.",http://www.phosphonet.ca/default.aspx?search=Q13224,,http://www.onconet.ca/Report/index?query=Cancer+Protein+Description&searchTerm=Q13224,,https://www.uniprot.org/uniprotkb/Q13224/entry,1236,https://www.phosphosite.org/proteinAction.action?id=1236&showAllSites=true,http://www.transcriptonet.ca/mRNASpec.aspx,https://string-db.org/cgi/input?,T,F,F,F,T,PN843,https://kinexus-ca.myshopify.com/products/ab-PN843,PN1027,https://kinexus-ca.myshopify.com/products/ab-PN1027,,,,,,,,,,,,,,,,,Regulatory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q8TD43,F,F,F,T,"Multi-pass membrane protein,channel for calcium",TRPM4,Transient receptor potential cation channel subfamily M member 4,"Calcium-activated non-selective cation channel 1; EKVP6; FLJ20041; hTRPM4; Long transient receptor potential channel 4; LTrpC-4; LTRPC4; Melastatin-4; PFHB1B; Transient receptor potential cation channel subfamily M member 4; transient receptor potential cation channel,subfamily M,member 4; TRPM4; TRPM4B",,"134,301","Calcium-activated non selective (CAN) cation channel that mediates membrane depolarization. While it is activated by increase in intracellular Ca(2+),it is impermeable to it. Mediates transport of monovalent cations (Na(+) Belongs to the transient receptor (TC 1.A.4) family. LTrpC subfamily. TRPM4 sub-subfamily. Widely expressed with a high expression in intestine and prostate. In brain,it is both expressed in whole cerebral arteries and isolated vascular smooth muscle cells. Prominently expressed in Purkinje fibers.",http://www.phosphonet.ca/default.aspx?search=Q8TD43,,,,https://www.uniprot.org/uniprotkb/Q8TD43/entry,19242,https://www.phosphosite.org/proteinAction.action?id=19242&showAllSites=true,http://www.transcriptonet.ca/mRNASpec.aspx,https://string-db.org/cgi/input?,T,F,F,F,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q96RD7,F,F,F,T,Multi-pass membrane protein; Cell adhesion protein,PANX1,Pannexin-1,Innexin; MGC21309; MRS1; OOMD7; pannexin 1; Pannexin-1; PANX1; PX1; UNQ2529,,"48,050",Structural component of the gap junctions and the hemichannels. May play a role as a Ca(2+)-leak channel to regulate ER Ca(2+) homeostasis. Belongs to the pannexin family.,http://www.phosphonet.ca/default.aspx?search=Q96RD7,,,,https://www.uniprot.org/uniprotkb/Q96RD7/entry,14530,https://www.phosphosite.org/proteinAction.action?id=14530&showAllSites=true,http://www.transcriptonet.ca/mRNASpec.aspx,https://string-db.org/cgi/input?,T,F,F,F,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P49768,F,F,F,T,Multi-pass membrane protein; Protease,PSEN1,Presenilin-1,ACNINV3; AD3; FAD; presenilin 1; Presenilin-1; Presenilin-1 CTF subunit; Presenilin-1 CTF12; Presenilin-1 NTF subunit; Protein S182; PS-1; PS1; PS1-CTF12; PSEN1; PSN1; PSNL1; S182,,"52,668","Catalytic subunit of the gamma-secretase complex,an endoprotease complex that catalyzes the intramembrane cleavage of integral membrane proteins such as Notch receptors and APP (amyloid-beta precursor protein). Requires the presence of the other members of the gamma-secretase complex for protease activity. Plays a role in Notch and Wnt signaling cascades and regulation of downstream processes via its role in processing key regulatory proteins,and by regulating cytosolic CTNNB1 levels. Stimulates cell-cell adhesion via its interaction with CDH1; this stabilizes the complexes between CDH1 (E-cadherin) and its interaction partners CTNNB1 (beta-catenin),CTNND1 and JUP (gamma-catenin). Under conditions of apoptosis or calcium influx,cleaves CDH1. This promotes the disassembly of the complexes between CDH1 and CTNND1,JUP and CTNNB1,increases the pool of cytoplasmic CTNNB1,and thereby negatively regulates Wnt signaling. Required for normal embryonic brain and skeleton development,and for normal angiogenesis. Mediates the proteolytic cleavage of EphB2/CTF1 into EphB2/CTF2. The holoprotein functions as a calcium-leak channel that allows the passive movement of calcium from endoplasmic reticulum to cytosol and is therefore involved in calcium homeostasis. Involved in the regulation of neurite outgrowth. Is a regulator of presynaptic facilitation,spike transmission and synaptic vesicles replenishment in a process that depends on gamma-secretase activity. It acts through the control of SYT7 presynaptic expression. Belongs to the peptidase A22A family.",http://www.phosphonet.ca/default.aspx?search=P49768,,,,https://www.uniprot.org/uniprotkb/P49768/entry,1633,https://www.phosphosite.org/proteinAction.action?id=1633&showAllSites=true,http://www.transcriptonet.ca/mRNASpec.aspx,https://string-db.org/cgi/input?,T,F,F,F,T,PN977,https://kinexus-ca.myshopify.com/products/ab-PN977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q9UBU6,F,F,F,T,Multi-pass TM membrane protein,FAM8A1,Protein FAM8A1,"AHCP; Autosomal highly conserved protein; FA8A1; FAM8A1; family with sequence similarity 8 member A1; family with sequence similarity 8,member A1; FLJ23721; Protein FAM8A1",,"44,123","Plays a role in the assembly of the HRD1 complex,a complex involved in the ubiquitin-proteasome-dependent process of ER-associated degradation (ERAD).Ubiquitously expressed,with a higher level of expression in testis.",http://www.phosphonet.ca/default.aspx?search=Q9UBU6,,,,https://www.uniprot.org/uniprotkb/Q9UBU6/entry,5467,https://www.phosphosite.org/proteinAction.action?id=5467&showAllSites=true,http://www.transcriptonet.ca/mRNASpec.aspx,https://string-db.org/cgi/input?,T,F,F,F,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P57088,F,F,F,T,Multi-pass TM membrane protein,TMEM33,Transmembrane protein 33,1600019D15Rik; DB83; FLJ10525; Pom33; Protein DB83; SHINC-3; SHINC3; TMEM33; TMM33; Transmembrane protein 33,,"27,978",TMEM33 Acts as a regulator of the tubular endoplasmic reticulum (ER) network. Suppresses the RTN3/4-induced formation of the ER tubules. Positively regulates PERK-mediated and IRE1-mediated unfolded protein response signaling. Belongs to the PER33/POM33 family.,http://www.phosphonet.ca/default.aspx?search=P57088,,,,https://www.uniprot.org/uniprotkb/P57088/entry,984860,https://www.phosphosite.org/proteinAction.action?id=984860&showAllSites=true,http://www.transcriptonet.ca/mRNASpec.aspx,https://string-db.org/cgi/input?,F,F,T,F,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q9NUE0,F,F,F,T,Multi-pass TM membrane protein; Enzyme - Palmitoyltransferase,ZDHHC18,Palmitoyltransferase ZDHHC18,"DHHC-18; DHHC18; DKFZp667O2416; Palmitoyltransferase ZDHHC18; ZDH18; ZDHHC18; Zinc finger DHHC domain-containing protein 18; zinc finger DHHC-type containing 18; zinc finger DHHC-type palmitoyltransferase 18; zinc finger,DHHC domain containing 18; zinc finger,DHHC-type containing 18",,"42,031",Has palmitoyltransferase activity towards HRAS and LCK. Belongs to the DHHC palmitoyltransferase family. ERF2/ZDHHC9 subfamily.,http://www.phosphonet.ca/default.aspx?search=Q9NUE0,,http://www.onconet.ca/Report/index?query=Cancer+Protein+Description&searchTerm=Q9NUE0,,https://www.uniprot.org/uniprotkb/Q9NUE0/entry,15237,https://www.phosphosite.org/proteinAction.action?id=15237&showAllSites=true,http://www.transcriptonet.ca/mRNASpec.aspx,https://string-db.org/cgi/input?,T,F,F,F,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P30536,F,F,F,T,"Multi-pass,mitochondrial membrane protein",TSPO,Translocator protein,Benzodiazepine peripheral binding site; BPBS; BZRP; DBI; IBP; MBR; mDRC; Mitochondrial benzodiazepine receptor; PBR; PBS; peripheral benzodiazepine receptor; Peripheral-type benzodiazepine receptor; pk18; PKBS; PTBR; RP3-526I14.4; Translocator protein; translocator protein (18kDa); TSPO; TSPOA,,"18,828","Can bind protoporphyrin IX and may play a role in the transport of porphyrins and heme. Promotes the transport of cholesterol across mitochondrial membranes and may play a role in lipid metabolism,but its precise physiological role is controversial. It is apparently not required for steroid hormone biosynthesis. Was initially identified as peripheral-type benzodiazepine receptor; can also bind isoquinoline carboxamides. Belongs to the TspO/BZRP family. ",http://www.phosphonet.ca/default.aspx?search=P30536,,,,https://www.uniprot.org/uniprotkb/P30536/entry,12514403,https://www.phosphosite.org/proteinAction.action?id=12514403&showAllSites=true,http://www.transcriptonet.ca/mRNASpec.aspx,https://string-db.org/cgi/input?,T,F,F,F,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q14994,F,F,T,F,Nuclear hormone receptor,NR1I3,Nuclear receptor subfamily 1 group I member 3,"CAR; CAR1; Constitutive activator of retinoid response; constitutive active receptor; Constitutive active response; constitutive androstane nuclear receptor variant 2; constitutive androstane nuclear receptor variant 3; constitutive androstane nuclear receptor variant 4; constitutive androstane nuclear receptor variant 5; Constitutive androstane receptor; MB67; MGC150433; MGC97144; MGC97209; NR1I3; Nuclear receptor subfamily 1 group I member 3; nuclear receptor subfamily 1,group I,member 3; orphan nuclear hormone receptor; Orphan nuclear receptor MB67",,"39,942",NR1I3 transactivates the retinoic acid response elements that control expression of the retinoic acid receptor beta 2 and alcohol dehydrogenase 3 genes. The receptor also transactivates both the phenobarbital responsive element module of the human CYP2B6 gene and the CYP3A4 xenobiotic response element. Belongs to the nuclear hormone receptor family. NR1 subfamily.,http://www.phosphonet.ca/default.aspx?search=Q14994,,,,https://www.uniprot.org/uniprotkb/Q14994/entry,11275,https://www.phosphosite.org/proteinAction.action?id=11275&showAllSites=true,http://www.transcriptonet.ca/mRNASpec.aspx,https://string-db.org/cgi/input?,T,F,F,F,T,,,,,,,,,,,,,,,,,,,,,Regulatory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P10275,F,F,T,F,Nuclear hormone receptor/transciption factor,AR,Androgen receptor,AIS; ANDR; Androgen receptor; AR; AR8; DHTR; Dihydrotestosterone receptor; HUMARA; HYSP1; KD; NR3C4; Nuclear receptor subfamily 3 group C member 4; SBMA; SMAX1; TFM,,"99,188",Androgen receptors are ligand-activated transcription factors that regulate eukaryotic gene expression and affect cellsular proliferation and differentiation in target tissues.,http://www.phosphonet.ca/default.aspx?search=P10275,,http://www.onconet.ca/Report/index?query=Cancer+Protein+Description&searchTerm=P10275,http://www.drugpronet.ca/ProteinInfoResult.aspx?query_string=P10275,https://www.uniprot.org/uniprotkb/P10275/entry,920,https://www.phosphosite.org/proteinAction.action?id=920&showAllSites=true,http://www.transcriptonet.ca/mRNASpec.aspx,https://string-db.org/cgi/input?,T,F,F,F,T,PN570,https://kinexus-ca.myshopify.com/products/ab-PN570,PN571,https://kinexus-ca.myshopify.com/products/ab-PN571,,,,,,,,,,,,,,,,,Regulatory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q92731,F,F,T,F,Nuclear hormone receptor/transciption factor,ESR2 (ERb),Estrogen receptor beta,"ER beta; Erb; ESR2; ESTRB; Estrogen receptor 2; NR3A2; Nuclear receptor subfamily 3 group A member 2; ESR-BETA; ESRB; Estrogen receptor beta; estrogen receptor beta 4; estrogen receptor beta splice variant,ERbeta2delta7; estrogen receptor beta splice variant,ERbeta4delta7; estrogen receptor beta splice variant,ERbeta6; estrogen receptor beta splice variant,ERbeta6delta7; estrogen receptor beta splice variant,ERbeta7; estrogen receptor beta splice variant,ERbeta7delta7; estrogen receptor beta splice variant,ERbetaEx. 4L; estrogen receptor beta splice variant,ERbetaEx. 6L; ODG8; oestrogen receptor beta",,"59,216","ER-β is a nuclear hormone receptor. It binds estrogens with an affinity similar to that of ESR1,and activates expression of reporter genes containing estrogen response elements (ERE) in an estrogen-dependent manner (PubMed:20074560). ER-β isoform beta-cx lacks ligand binding ability and has no or only very low ere binding activity resulting in the loss of ligand-dependent transactivation ability. ER-β DNA-binding by ESR1 and ESR2 is rapidly lost at 37 degrees Celsius in the absence of ligand while in the presence of 17 beta-estradiol and 4-hydroxy-tamoxifen loss in DNA-binding at elevated temperature is more gradual.",http://www.phosphonet.ca/default.aspx?search=Q92731,,http://www.onconet.ca/Report/index?query=Cancer+Protein+Description&searchTerm=Q92731,http://www.drugpronet.ca/ProteinInfoResult.aspx?query_string=Q92731,https://www.uniprot.org/uniprotkb/Q92731/entry,969,https://www.phosphosite.org/proteinAction.action?id=969&showAllSites=true,http://www.transcriptonet.ca/mRNASpec.aspx,https://string-db.org/cgi/input?,T,F,F,F,T,,,,,,,,,,,,,,,,,,,,,Regulatory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P03372,F,F,T,F,Nuclear hormone receptor/transciption factor,ERa (ESR1),Estrogen receptor alpha,"DKFZp686N23123; E2 receptor alpha; ER; ER-alpha; Era; ESR; ESR1; ESRA; Estradiol receptor; estrogen nuclear receptor alpha; Estrogen receptor; estrogen receptor 1; estrogen receptor alpha delta 3*,4,5,6,7*/819-2 isoform; estrogen receptor alpha delta 4 +49 isoform; estrogen receptor alpha delta 4*,5,6,7*/654 isoform; estrogen receptor alpha E1-E2-1-2; estrogen receptor alpha E1-N2-E2-1-2; ESTRR; NR3A1; Nuclear receptor subfamily 3 group A member 1; oestrogen receptor alpha",,"66,216","ERα is a nuclear hormone receptor. This steroid hormone receptor is involved in the regulation of eukaryotic gene expression and affect cellular proliferation and differentiation in target tissues. ERα ligand-dependent nuclear transactivation involves either direct homodimer binding to a palindromic estrogen response element (ERE) sequence or association with other DNA-binding transcription factors,such as AP-1/c-Jun,c-Fos,ATF-2,Sp1 and Sp3,to mediate ERE-independent signalling. Ligand binding to ERα induces a conformational change allowing subsequent or combinatorial association with multiprotein coactivator complexes through LXXLL motifs of their respective components. Mutual transrepression occurs between the estrogen receptor (ER) and NF-kappa-B in a cell-type specific manner. ERα activity decreases NF-kappa-B DNA-binding activity and inhibits NF-kappa-B-mediated transcription from the IL6 promoter and displace RELA/p65 and associated coregulators from the promoter. ERα is recruited to the NF-kappa-B response element of the CCL2 and IL8 promoters and can displace CREBBP. ERα is present with NF-kappa-B components RELA/p65 and NFKB1/p50 on ERE sequences. It can also act synergistically with NF-kappa-B to activate transcription involving respective recruitment adjacent response elements; the function involves CREBBP. ERα can activate the transcriptional activity of TFF1. It also mediates membrane-initiated estrogen signalling involving various kinase cascades. Isoform 3 is involved in activation of NOS3 and endothelial nitric oxide production. ERα isoforms lacking one or several functional domains are thought to modulate transcriptional activity by competitive ligand or DNA binding and/or heterodimerization with the full length receptor. ERα activity is essential for MTA1-mediated transcriptional regulation of BRCA1 and BCAS3. ERα isoform 3 can bind to ERE and inhibit isoform 1.",http://www.phosphonet.ca/default.aspx?search=P03372,,http://www.onconet.ca/Report/index?query=Cancer+Protein+Description&searchTerm=P03372,http://www.drugpronet.ca/ProteinInfoResult.aspx?query_string=P03372,https://www.uniprot.org/uniprotkb/P03372/entry,968,https://www.phosphosite.org/proteinAction.action?id=968&showAllSites=true,http://www.transcriptonet.ca/mRNASpec.aspx,https://string-db.org/cgi/input?,T,F,F,F,T,PN583,https://kinexus-ca.myshopify.com/products/ab-PN583,,,,,,,,,,,,,,,,,,,Transcription,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
