C1,C2,C3,C4,C5,C6,C7,C8,C13,C18,C23,C9,C19,C14,C24,C10,C15,C20,C25,C15,C11,C16,C21,C26,C12,C17,C22,C27,,,
Q9NRA1,,F,T,F,F,Q9NRA1,Airway - Bronchial - Muscle cells*,Astrocyte*,"Bone - Osteoblast,bone cells,osteoblast like cells,and mesenchymal stem cells",Bone marrow - Mesenchymal stem cells,Breast,"Colon - Ascending,sigmoid,terminal ileum*","Eye - Fetal retina pigment epithelium cells,and pigmented layer of retina*",Female gonad,"Heart - Coronary artery smooth muscle cells,coronary artery cells,artery cells",Kidney,Lung,Muscle - Skeletal muscle derived mesoangioblast,Oral cavity - Parotid gland*,Ovary*,Prostate*,Thyroid - Epithelial cells,Umbilical cord - Mesenchymal stem cells,Uterus - Endometrium,,,,,,
Q9NRJ3,,F,T,F,F,Q9NRJ3,Adipose tissue - Omental,Blood - naive B-cells,"Blood -lymphoblastoid cells,peripheral - natural killer (NK) lymphocytes,B-lymphocytes,T-lymphocytes - CD8+ and CD4+*",Colon*,"Colon - Colonic gland (crypt),colonic mucosa,Terminal ileum",Heart*,Intestine - Mucosal cells,Large intestine,Lung - Bronchial epithelial cells,Mouth - Labial salivary gland*,Mouth - Parotid gland*,Pancreas,Rectum*,Small intestine*,Stomach,Thorax - Thoracic mammary gland*,Thyroid,,,,,,,
Q9NSA1,,F,T,F,F,Q9NSA1,"Blood - Peripheral - natural killer (NK) lymphocytes,B-lymphocytes,T-lymphocytes - CD8+ and CD4+*",Bone marrow - Plasma cells,"Brain - Brodmann area 22,Cerebellum *",Colon - Rectosigmoid colonic mucosa,Colon - Rectum*,Heart,Liver*,Lung - Epithelial cells,Placenta - Basal plate (37-40 weeks),"Skeletal - Growth plate,skeletal system (except bone marrow)*",Tonsils - Tonsillar resting T-cells,,,,,,,,,,,,,
Q9NYY1,,F,T,F,F,Q9NYY1,"Blood - CD8+ cells,NK,CD4+,B Cell*",Brain - Amygdala*,Colon - Sigmoid,"Eye - Conjunctival mucosa cells,trabecular cells*",Female gonad,Hair - Follicle keratinocyte,Heart - R atrial appendage,Intestine - Illeum*,Lung - Microvessel endothelium,Placenta - Basal plate,Prostate,Seminal vesicle*,Testis*,Trigeminal ganglion*,Uterus - Endometrial cells*,Uterus - Myometrium,,,,,,,,
Q9NZH6,,F,T,F,F,Q9NZH6,Adipose tissue - Subcutaneous adipose tissue,"Blood - Peripheral - Lymphoblastoid cells,B-lymphocytes,T-lymphocytes - CD8+,mononuclear cells (PBMC) *","Brain - Subthalamic nucleus,occipital lobe,hypothalamus,Ammon's horn,cerebellum*",Heart - Left ventricular free wall and right atrial appendage - Myocardial cells*,Nipple,Penis*,Placenta - Basal plate (37-40 weeks),"Skin - Epidermis - Epidermal keratinocyte,Zone of skin*",Skin - Upper nates,Testis*,Tongue - Squamous epithelium cells,Trigeminal ganglion,Umbilical cord - Mesenchymal stem cells,,,,,,,,,,,
Q9NZH7,,F,T,F,F,Q9NZH7,"Blood - Eosinophil granulocytes,astrocytes (unspecified),plasmacytoid dendritic cells,lymphoblastoid cells,peripheral blood CD4+ T-large granular lymphocytes*",Bone marrow - Bone marrow endothelium progenitor cells,Genu,"Heart - Right atrial appendage,left ventricular free wall,middle septum - Myocardial cells",Liver - Portal triad (portal tract)*,Placenta - Basal plate (37-40 weeks),Testis*,Tonsil - Tonsillar CD8+ resting T-cells,Umbilical cord - Vein - Vascular endothelial cells (HUVEC) and mesenchymal stem cells*,,,,,,,,,,,,,,,
Q9NZH8,,F,T,F,F,Q9NZH8,"Blood - CD4+ cells,B Cells,CD8+ cells,NK cells,*",Cervix - Epithelium*,Colon - Rectum,Esophagus - Mucosa*,Eye - Conjunctival mucosa,Kidney,"Mouth - Gums,buccal epithelium,epithelial cells*",Placenta,"Skin - Keratinocyte,epidermal cells*",Thyroid - Epithelial cells,Tongue*,,,,,,,,,,,,,
Q9P0W0,,F,T,F,F,Q9P0W0,Bladder - Urinary bladder urothelium (epithelium) cells*,"Blood - Lymphoblastoid cells,peripheral - natural killer (NK) lymphocytes,leukocytes*",Bone marrow - Bone marrow endothelium progenitor cells,Brain - Cellebrum*,Colon - Rectum,"Heart - Right atrial appendage,left ventricular free wall - Myocardial cells",Liver - Portal triad (portal tract)*,Muscle - Skeletal - Quadriceps,Skin - Epidermal keratinocyte,Spinal cord,Stomach,Testis*,"Umbilical cord - Mesenchymal stem cells,vein - Vascular endothelial cells (HUVEC)*",,,,,,,,,,,
Q9UBD3,,F,T,F,F,Q9UBD3,"Blood - T cells,natural killer cells*",Bone marrow - Plasma cells,Colon - Rectum,Lung*,Lymph node - Tonsil*,Muscle - Skeletal - Myotubes,Placenta - Basal plate (37-40 weeks)*,Spleen*,Synovial fluid mononuclear cells,,,,,,,,,,,,,,,
Q9UBD9,,F,T,F,F,Q9UBD9,"Blood - B-cells - Anergic B-cells,naive B-cells*",Blood - Peripheral - T-lymphocytes - CD4+*,Bone - Cartilage cells,Chondrogenic progenitor cells,Conjunctival mucosa cells*,"Heart - Right atrial appendage,left ventricular free wall  - Myocardial cells*",Kidney*,"Lung - Epithelial cells,pulmonary (lung) myofibroblasts",Lymph node*,Minor salivary gland,Mouth - Epithelial cells,Placenta*,Placenta - Basal plate (37-40 weeks),Prostate gland,Thyroid gland,Tibial nerve,Uterus*,,,,,,,
Q9UBU3,,F,T,F,F,Q9UBU3,Adipose tissue - Omental*,"Blood - Peripheral - natural killer (NK) lymphocytes,T-lymphocytes - CD8+ and CD4+,lymphoblastoid cells*",Female gonad,Fetal - Amniotic fluid,Heart - Left ventricular free wall and right atrial appendage - Myocardial cells,"Lung - Bronchial epithelial cells,lower lobe",Lymph node*,Placenta - Basal plate (37-40 weeks),Skeletal - Trabecular bone tissue*,Small intestine - Jejunum*,Spleen,"Stomach - Fundus,cardia,gastric*",Stomach - Pyloric antrum,Umbilical cord - Mesenchymal stem cells,,,,,,,,,,
Q9UHA7,,F,T,F,F,Q9UHA7,Blood - Lymphoblastoid cells*,Bone marrow - Plasma cells,Cervix - Epithelium*,Esophagus (esophagus)*,Lung - Microvascular - Endothelial cells,Mouth - Epithelial cells*,Oral cavity - mucosa*,Pharynx - Pharyngeal mucosa*,Placenta - Basal plate (37-40 weeks),Tongue,Vagina,,,,,,,,,,,,,
Q9UHD0,,F,T,F,F,Q9UHD0,Adipose tissue - Omental*,Astrocyte (unspecified),Blood - Lymphoblastoid cells,Bone marrow - Plasma cells,Brain - Brodmann area 22 and Brodmann area 10*,Dental pulp stem cells*,Epidermis,Heart - Left ventricle,Lung - Epithelial cells*,Nasal cavity epithelium*,Palpebral conjunctiva*,Placenta - Basal plate (37-40 weeks),,,,,,,,,,,,
Q9UHF0,,F,T,F,F,Q9UHF0,Bladder,Blood - Peripheral - Erythroid progenitor cells*,"Brain - Brodmann area 46,associative striatum,caudate nucleus,prefrontal cortex,and dorsal striatum","Brain - Cerebral cortex,frontal cortex,caudate nucleus,diencephalon,temporal lobe,and Brodmann area 46 *",Female gonad,Heart - Microvascular - Endothelial cells,Lung - Epithelial cells,Mouth - Epithelial cells,Placenta*,Placenta - Bascal plate (37-40 weeks)*,Prostate,Small intestine,Spinal cord,Testis,Tonsil*,Uterus - Myometrium,,,,,,,,
Q9UK05,,F,T,F,F,Q9UK05,Blood - NK cells*,Bone Marrow - Plasma cells*,Brain - Frontal cortex,Liver*,Lung - Microvascular endothelium*,"Muscle - Rectus abdominus,torso",Placenta,"Tonsil - CD4+ resting,CD8+ resting*",,,,,,,,,,,,,,,,
Q9UKU9,,F,T,F,F,Q9UKU9,Adipose tissue - Subcutaneous adipose tissue,Brain - Cerebral artery,Cartilage - Chondrocyte,"Colon - Terminal ileum,ascending,and sigmoid*",Eye - Trabecular meshwork cells and eye cells,Growth plate*,Heart - Microvascular - Endothelial cells and subendocardial left ventricle,Muscle - Skeletal - Myotubes*,Ovary*,Prostate,Skin - Upper nates,Spleen,Synovium - Synovial fibroblasts and synovial membrane*,Tendon*,Thoracic mammary gland*,Uterus*,,,,,,,,
Q9UNG2,,F,T,F,F,Q9UNG2,Adipose tissue - Omental,"Blood - Peripheral - natural killer (NK) lymphocytes,T-lymphocytes - CD8+,lymphoblastoid cells,T-lymphocytes - CD4+*","Blood vessels - Microvascular - Endothelium cells,blood outgrowth endothelial cells,microvessel cells*",Brain - Cerebral cortex*,Colon - Sigmoid*,Extraembryonic cells,Gall bladder*,Heart - Coronary artery endothelium cells,"Lung - Microvessel endothelium cells,artery endothelium cells*",Thyroid - Epithelial cells,Umbilical cord - Vein endothelium cells,,,,,,,,,,,,,
Q9Y258,,F,T,F,F,Q9Y258,Adipose tissue,Adrenal gland,"Blood - Lymphoblastoid cells,peripheral - Mononuclear cells (PBMC),natural killer (NK) lymphocytes","Bone - Bone cells,osteoblast like cells",Bone marrow - Bone marrow derived mesenchymal stem cells,"Colon - Terminal ileum,sigmoid,ascending*",Dendritic cells - Monocyte derived dendritic cells*,Female gonad*,"Heart - Right atrial appendage,left ventricular free wall - Myocardial cells",Mouth - Oral cavity,Muscle - Skeletal muscle cells - Skeletal muscle derived mesoangioblast,Nose - nasal epithelium cells*,Ovary*,Pituitary gland*,Placenta,Skin - Zone of skin,Testis,Thyroid*,Vagina*,,,,,
Q9Y264,,F,T,F,F,Q9Y264,Adipose*,"Blood - CD4+ large granular cells,eosinophil,NK cells,granulocytes,CD8+ cells,lymphoblastoid cells*",Blood vessel - Tibial artery,Bone Marrow - Plasma cells*,Breast,Colon - Rectum,Fallopian tube*,Lung - Epithelial cells,"Mouth - Buccal epithelium,gums epithelium*",Pars reticulata,Thyroid epithelial cells,Uterus - Endometrium,,,,,,,,,,,,
Q9Y275,,F,T,F,F,Q9Y275,Adrenal,"Blood - neutrophils,macrophages,granulocytes,myeloid cells,platelets,monocytes,leukocytes*","Blood - Platelets,monocytes,leukocytes*",Bone Marrow*,"Bone marrow - Trabecular bone,and myeloid cells",Breast - Mammary gland,Bronchial macrophages,Cervix*,Coronary Artery,Heart - R atrial appendage myocyte,Joint - Synovial tissue,Liver,Lung - Alveolar macrophages*,Lymph node*,Placenta - Basal plate,,,,,,,,,
Q9Y4X3,,F,T,F,F,Q9Y4X3,"Blood - Mononuclear cells,lymphoblastoid cells,NK cells,T cells - CD4+*","Colon - Ascending,sigmoid",Diaphragm*,Intestine - Terminal illeum*,Liver - Portal Triad,Muscle - Skeletal,"Skin - Epidermis,sub-basal epidermis,Langerhans cells,*",Thyroid - Epithelial cells,Vulva,,,,,,,,,,,,,,,
Q9Y5C1,,F,T,F,F,Q9Y5C1,Adipose tissue - Omental,Embryo,Heart - Myocardial cells,Kidney - nephron*,Liver*,Lung - Microvascular - Endothelial cells*,Stomach,Testis,Thyroid - Epithelial cells,,,,,,,,,,,,,,,
O14684,363-24-6,T,F,F,F,O14684,Blood - Lymphoblastoid cells*,Bone - Osteoblast*,Cartilage - Chondrogenic progenitor cells,Colon - Terminal ileum,Eye - Trabecular meshwork cells,Heart - Microvascular - Endothelial cells,Muscle - Skeletal - Myotubes,Placenta*,Prostate,Skin,Synovial tissue - Synovial fibroblasts*,Testis*,Thyroid*,Urinary bladder,,,,,,,,,,
O14684,745-65-3,T,F,F,F,O14684,Bladder - Urinary bladder cells,Blood - Lymphoblastoid cells*,Bone - Osteoblast*,Brain - Temporal lobe,Cartilage - Chondrogenic progenitor cells and cartilage cells,Colon - Terminal ileum,Eye - Trabecular meshwork cells,Heart - Microvascular - Endothelial cells,Muscle - Skeletal - Myotubes,Placenta*,Skin,Synovium - Synovial fibroblasts*,Testis*,Thyroid*,,,,,,,,,,
O94925,56-86-0,T,F,F,F,O94925,Adrenal gland,Aorta - Smooth muscle cells,Artery - Hepatic - Endothelial cells*,Blood - Lymphoblastoid cells,Blood - Peripheral - Helper (CD4+) T-cells and CD8+ activated T-cells*,Brain - Cerebellum,"Brain - Middle temporal gyrus,primary visual cortex,postcentral gyrus,midbrain,frontal cortex and Brodmann (1909) area 23*",Breast - Mammary gland epithelium,Gall bladder*,Heart - Microvascular - Endothelial cells,Kidney - nephron tubule and renal medulla*,"Lung - Microvascular - Endothelial cells,Parietal pleura",Lymph node,Placenta - Chorion villus cells,Skin - Fibroblast,Small intestine*,Umbilical cord - Mast cells*,,,,,,,
P00505,617-45-8,T,F,F,F,P00505,Blood - Erythroid progenitors*,"Brain - Diencephalon,cerebellum*","Brain - Middle temporal gyrus,cerebellum,prefrontal cortex",Colon - Ascending and rectum,Eye - Pigmented retina,"Heart - L ventricle,R ventricle,and R ventricular septum*",Intestine - Terminal illeum*,Liver*,Lymph node,"Muscle - Quadriceps,vastus lateralis","Muscle - Rectus abdominus,torso,deltoid*","Muscle - Skeletal,quadriceps femoris,vastus lateralis,deltoid,biceps",Placenta,Spleen,,,,,,,,,,
P01266,712349-95-6,T,F,F,F,P01266,Adrenal gland*,"Blood - NK cells,B cells",Blood - Platelet thrombocyte*,Bone marrow - Plasma cells,"Brain - Ammon's horn,Brodmann area 22",Kidney*,Lymph node,Nose - nasopharynx,Salivary gland*,Skin,Testis,Thyroid*,Uterus - Endometrium stroma cells,,,,,,,,,,,
P05093,53-43-0,T,F,F,F,P05093,Adipose tissue - Omental,Adrenal gland - Medulla and cortex*,Bone marrow - Plasma cells,Female gonad*,"Kidney - Renal tubulointerstitium,renal cortex and nephron*",Liver,Muscle - Skeletal - Myotubes,Ovary,Pituitary gland*,Testis*,Thyroid,Urinary system,,,,,,,,,,,,
"P06870,P20151,P07288,Q9Y5K2,Q9Y337,Q92876,P49862,O60259,Q9UKQ9,O43240,Q9UBX7,Q9UKR0,Q9UKR3,Q9P0G3,Q9H2R5",58-82-2,T,F,F,F,"P06870,P20151,P07288,Q9Y5K2,Q9Y337,Q92876,P49862,O60259,Q9UKQ9,O43240,Q9UBX7,Q9UKR0,Q9UKR3,Q9P0G3,Q9H2R5","Blood - Peripheral - natural killer (NK) lymphocytes,lymphoblastoid cells",Bone marrow - Plasma cells,"Colon - Rectum,colon polyp,ascending colon,sigmoid colon,colonic mucosa*",Heart,Kidney*,"Kidney - Renal (kidney) cortex,and nephron tubule",Liver,Pancreas*,"Pancreas - Islet of Langerhans,and pancreatic duct (duct of Wirsung)*",Parotid gland*,Salivary gland*,Small intestine,Thyroid gland,,,,,,,,,,,
"P06870,P20151,P07288,Q9Y5K2,Q9Y337,Q92876,P49862,O60259,Q9UKQ9,O43240,Q9UBX7,Q9UKR0,Q9UKR3,Q9P0G3,Q9H2R5",58-82-3,T,F,F,F,"P06870,P20151,P07288,Q9Y5K2,Q9Y337,Q92876,P49862,O60259,Q9UKQ9,O43240,Q9UBX7,Q9UKR0,Q9UKR3,Q9P0G3,Q9H2R5","Blood - Peripheral - natural killer (NK) lymphocytes,lymphoblastoid cells",Bone marrow - Plasma cells,"Colon - Rectum,colon polyp,ascending colon,sigmoid colon,colonic mucosa*",Heart,Kidney*,"Kidney - Renal (kidney) cortex,and nephron tubule",Liver,Pancreas*,"Pancreas - Islet of Langerhans,and pancreatic duct (duct of Wirsung)*",Parotid gland*,Salivary gland*,Small intestine,Thyroid gland,,,,,,,,,,,
P07202,51-49-0,T,F,F,F,P07202,Adipose tissue,"Blood - Lymphoblastoid cells,B cells*",Brain - Frontal cortex,Colon - Rectum,Fetus - Amniotic fluid*,Heart*,Kidney,Liver*,Liver - Portal triad,Lung - Microvascular endothelial cells,Muscle - Medial rectus muscle,Salivary gland,Spleen,Testis,Thyroid*,,,,,,,,,
P09172,51-41-2,T,F,F,F,P09172,Adrenal gland*,Artery - Aortic valve,"Blood - Liver-infiltrating lymphocyte,natural killer cells*","Blood - Peripheral - natural killer (NK) lymphocytes,T-lymphocytes - CD8+,B-lymphocytes,and lymphoblastoid cells*",Bone marrow - Plasma cells,Heart - Left ventricular free wall and right atrial appendage - Myocardial cells and middle septum*,Liver*,"Liver and biliary system - Liver,portal triad (portal tract)*",Muscle - Skeletal - Myotubes,Placenta - Basal plate (37-40 weeks),Tonsil - CD8+ resting T-cells,,,,,,,,,,,,,
P09917,72059-45-1,T,F,F,F,P09917,Airway - Bronchial - Macrophages (alveolar),"Blood - Peripheral - natural killer (NK) lymphocytes,T-lymphocytes - CD4+,memory B-cells,centroblasts,neutrophil granulocytes,granulocytes (polymorphonuclear leukocytes),monocytes*",Bone marrow - Mononuclear cells,Eye - Palpebral conjunctiva,Heart - Microvascular - Endothelial cells,Lung - Alveolar - Macrophage*,Lung - Visceral pleura,Lymph node,Placenta,Skeletal - Trabecular bone tissue*,Spleen*,Umbilical cord - Mast cells*,Urinary bladder,,,,,,,,,,,
P09917,80445-66-5,T,F,F,F,P09917,Airway - Bronchial - Macrophages (alveolar),"Blood - neutrophil granulocytes,peripheral lymphocytes,monocytes,leukocytes,*","Blood - Peripheral - Natural killer (NK) lymphocytes,T-lymphocytes - CD4+,memory B-cells,centroblasts*",Bone - Trabecular bone tissue*,"Bone marrow - Mononuclear cells,myeloid leukocyte",Brain - Cerebellum,Colon - Appendix,Eye - Palpebral conjunctiva,Heart - Microvascular - Endothelial cells,Lung - Alveolar macrophages*,"Lung - Microvascular - Endothelial cells,visceral pleura",Lymph node,Spleen*,Umbilical cord - Mast cells*,,,,,,,,,,
P09960,71160-24-2,T,F,F,F,P09960,Adrenal gland,Airway - Bronchial - Macrophages (alveolar)*,"Blood - Macrophage,monocyte,and myeloid leukocyte*",Bone - Trabecular bone tissue,Bone marrow - Bone marrow cells*,Brain - Diencephalon*,Colon - Ascending and sigmoid*,Intestine - Small,Lung*,Lung - Aveolar macrophage and cuboidal alveolar type 2 cells (AT2)*,"Lung - Visceral pleura,upper lobe,lower lobe,and parietal pleura*",Pituitary gland,Skin - Fibroblasts and epidermal stem cells (cultured),Sperm,Spleen,,,,,,,,,
P11086,51-43-4,T,F,F,F,P11086,Adrenal gland*,Amniotic fluid,"Blood - CD4+ and CD8+ cells,B cells,lymphoblastoid cells*","Blood - Erythroid progenitor cells,erythroblasts,polychromatophilic normoblast*","Brain - Cerebellum,pituitary gland,frontal cortex,frontal lobe,substantia nigra,nucleus accumbens,putamen,caudate nucleus,cerebral cortex,cerebellum,telencephalon","Brain - Globus pallidus,associative striatum*","Colon - Terminal illeum,ascending,sigmoid,rectum*",Heart*,Lung - Microvascular endothelium,Muscle - Skeletal myotubules,Placenta,Placenta - Basal plate (37-40 weeks),Skeletal muscle,Testis,,,,,,,,,,
P11086,589-08-2,T,F,F,F,P11086,Adrenal gland*,Amniotic fluid,Blood - Erythroblast,Blood - Erythroid progenitor cells*,"Blood - Peripheral - T-lymphocytes - CD4+ and CD8+,B-lymphocytes,and lymphoblastoid cells*","Brain - Associative striatum,cerebellum,frontal cortex",Brain - Globus pallidus - Internal (medial) globus pallidus*,"Colon - Terminal ileum,ascending,sigmoid,and rectum*",Heart*,Lung - Microvascular - Endothelial cells,Muscle - Skeletal - Myotubes,Pituitary gland,Placenta - Basal plate (37-40 weeks),Testis,,,,,,,,,,
P11511,50-27-1,T,F,F,F,P11511,Adipose tissue - Omental,Blood - Erythroid progenitor (CD34+) and lymphoblastoid cells*,Bone marrow - Endothelium progenitor cells,Eye - Optic nerve head - Astrocytes,Fallopian tube*,Female gonad*,Liver,"Ovary - Cumulus cells,granulosa cells and follicle cells*",Placenta - Chorion villus*,Skin - Epidermal melanocyte,Skin - Fibroblasts,Testis*,Tongue - Squamous epithelium cells,,,,,,,,,,,
P11511,53-16-7,T,F,F,F,P11511,Adipose tissue - Omental,"Blood - Erythroid progenitors CD34+,lymphoblastoid cells*","Eye - Optic nerve head astrocytes,trabecular meshwork cells",Fallopian tube*,Female gonad*,Liver,Oocyte - Cumulus cells*,"Ovary - Ovarian follicle cells,ovarian granulosa cells",Placenta - Basal plate (37-40 weeks),Placenta - Chorion villus*,Testis*,,,,,,,,,,,,,
P12821,4474-91-3,T,F,F,F,P12821,Adult mammalian kidney*,Blood - Lymphoblastoid cells*,Bone marrow,Colon - Ascending and sigmoid*,Coronary artery endothelium cells,Dermal papilla*,Heart - Right atrial appendage and left ventricular free wall - Myocardial cells,Kidney,Lung,Monocyte derived dendritic cells,Placenta,Prostate,Small intestine - Ileum - Epithelial cells*,Testis*,,,,,,,,,,
P14060,57-83-0,T,F,F,F,P14060,Adrenal gland - Adrenal cortex,"Blood - Peripheral - Erythroid progenitors - CD34+,lymphoblastoid cells,T-lymphocytes - CD8+,and natural killer (NK) lymphocytes *",Chorion villus*,Epidermis,Heart,Intestine - Ileum,Placenta - Basal plate (37-40 weeks)*,Skin - Zone of skin,Thyroid,Uterus - Myometrium,Vulva*,,,,,,,,,,,,,
P14061,50-28-2,T,F,F,F,P14061,Abdomen 0-skin,Airway - Bronchial - Muscle cells,Basal ganglion,Blood -Erythroid progenitors - CD34+*,Bone marrow - Mesenchymal stem cells,"Brain - Fetal,cerebellum*",Esophagus - Lower mucosa,Gonad primary germ cells*,Heart - Fetal,Heart - Myocardial cells*,Liver - Fetal,Lymph node,Ovary,Placenta*,Renal pelvis*,Skeletal muscle. - Myotubes,Skin- lower leg*,,,,,,,
P15538,50-23-7,T,F,F,F,P15538,Adrenal gland*,Adrenal gland - Cortex and medulla*,"Blood - Peripheral - natural killer (NK) lymphocytes,T-lymphocytes - CD8+",Endocrine system (except testis and ovary)*,Eye - Optic nerve head - Astrocytes,Heart,Liver - Portal triad (portal tract),Lymph node - Inguinal lymph node - Lymphoid tissue,Ovary,Pituitary*,Small intestine,Testis*,Throat - nasopharynx (epipharynx),Uterus - Corpus,,,,,,,,,,
P17174,617-45-8,T,F,F,F,P17174,Alimentary system,Blood - Erythroid progenitors*,"Brain - Frontal cortex,cerebellum*","Heart - Left ventricle,right ventricle,subendocardial left ventricle,right ventricular septum,myocardium,right atrium,myocytes*",Intestine - Mucosal cells,Kidney,"Liver - Hepatocyte,mucosa cells*","Muscle - Deltoid,rectus abdominus,torso,biceps",Muscle - Skeletal,Placenta,Testis,Thyroid,,,,,,,,,,,,
P18405,521-18-6,T,F,F,F,P18405,"Blood - Erythroid progenitors CD34+,lymphoblastoid cells*",Brain - Diencephalon*,"Brain - Frontal cortex,primary visual cortex,Brodmann (1909) area 23,caudate nucleus,hippocampus pyramidal neurons",Colon - Colonic gland crypt cells,"Colon - Sigmoid,ascending*",Esophagus,Eye - Optic nerve head - Astrocytes,Fallopian tube,"Female gonad - Vulva,vagina",Heart - Microvasular cells endothelial cells,Kidney,Liver*,Oral cavity,Skin - Hair follicle keratinocyte*,Small intestine,Spinal cord,Tongue - Squamous epithelium cells*,,,,,,,
